"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014739","BOSTON, MA US","2013-01-10","6.8",,,"0.0","0.0",,"8.3","1.7","  290","  290","14.3","20.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-11","2.0",,,"3.0","0.0",,"4.4","-0.6","  140","  140","5.4","6.3","    1",,,,,,,,"    1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-01-12","1.0",,,"0.3","0.0",,"6.7","3.3","  130","  120","4.0","5.4","    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2013-01-13","3.0",,,"0.0","0.0",,"10.6","4.4","  220","  210","7.2","9.8",,,,,,,,,"    1","    1",,,,,,
"USW00014739","BOSTON, MA US","2013-01-14","5.9",,,"0.0","0.0",,"16.1","5.6","  230","  220","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-15","2.8",,,"0.0","0.0",,"5.6","1.7","  320","  330","5.8","7.2",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-01-16","2.9",,,"9.4","81.0",,"2.2","-1.1","  320","  320","5.8","7.2",,,,"    1",,,,,,"    1",,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-01-17","5.1",,,"0.0","0.0",,"5.6","-1.1","  280","  260","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-18","5.8",,,"0.0","0.0",,"-1.1","-7.2","  300","  320","10.3","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-19","7.8",,,"0.0","0.0",,"9.4","-4.4","  230","  220","14.3","17.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-20","8.3",,,"0.0","0.0",,"12.2","-1.7","  230","  250","17.0","20.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-21","4.6",,,"0.3","10.0",,"-1.1","-5.0","  280","  280","10.7","15.6","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-01-22","6.5",,,"0.0","0.0",,"-3.9","-9.4","  300","  290","10.3","13.9","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-01-23","6.7",,,"0.0","0.0",,"-8.3","-13.3","  280","  280","11.2","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-24","7.8",,,"0.0","0.0",,"-6.1","-15.6","  290","  290","11.2","16.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-25","5.6",,,"0.3","3.0",,"-4.4","-12.2","  290","  300","10.7","13.4",,,,,,,,,,,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-01-26","5.4",,,"0.3","5.0",,"-3.9","-10.6","  320","  310","10.7","13.4",,,,,,,,,,,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-01-27","6.2",,,"0.0","0.0",,"0.0","-10.0","  330","  310","10.3","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-01-28","2.5",,,"4.3","25.0",,"-0.6","-6.1","  180","  210","5.8","6.7",,,,"    1",,,,,,"    1",,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-01-29","2.0",,,"0.3","3.0",,"1.1","-2.8","  340","  330","4.5","6.3","    1",,,,,,,,"    1","    1",,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-01-30","6.5",,,"1.5","0.0",,"15.6","0.6","  210","  220","13.4","18.3","    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2013-01-31","12.0",,,"7.9","0.0",,"15.6","0.0","  180","  180","21.5","26.8","    1",,,,,,,,"    1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-02-01","7.6",,,"0.0","0.0",,"1.1","-5.0","  260","  290","12.5","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-02","5.7",,,"0.0","0.0",,"-1.1","-7.2","  280","  260","9.8","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-03","3.6",,,"0.8","15.0",,"-2.8","-5.0","  240","  230","7.6","9.8",,,,,,,"    1",,,,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-04","7.5",,,"0.0","0.0",,"-0.6","-5.6","  260","  260","12.5","17.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-05","3.1",,,"0.8","15.0",,"-2.8","-5.6","  280","  290","8.0","10.7","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-06","4.3",,,"1.3","18.0",,"4.4","-3.3","  280","  280","9.8","13.4","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-07","4.1",,,"0.0","0.0",,"-1.1","-7.8","  320","  330","8.0","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-08","11.5",,,"21.6","257.0",,"1.1","-6.7","   40","  340","17.9","34.0","    1","    1",,,,,,,,,,,,"    1",,"    1"
"USW00014739","BOSTON, MA US","2013-02-09","9.4",,,"25.4","376.0",,"-6.7","-9.4","   10","   70","16.1","30.8",,"    1",,,,,,,"    1",,,,,"    1",,"    1"
"USW00014739","BOSTON, MA US","2013-02-10","3.8",,,"0.0","0.0",,"2.2","-9.4","  320","  310","9.4","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-11","3.3",,,"5.1","0.0",,"7.2","-6.7","  210","  200","6.3","8.0","    1",,,"    1",,,,,,"    1",,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-12","6.8",,,"0.0","0.0",,"6.7","2.2","  290","  280","12.5","16.1","    1",,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","2013-02-13","3.2",,,"0.0","0.0",,"5.6","-1.1","  270","  270","7.2","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-14","3.9",,,"0.0","0.0",,"5.6","0.0","  160","  140","6.7","10.3",,,,,,,,,,,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-15","4.5",,,"0.0","0.0",,"8.3","-1.1","  210","  210","9.4","11.2",,,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","2013-02-16","3.8",,,"0.3","3.0",,"3.3","0.0","  350","  320","7.2","9.4",,,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-17","9.6",,,"5.1","130.0",,"0.0","-7.8","  300","  290","17.9","24.1",,"    1",,,,,,"    1",,,,,,"    1",,"    1"
"USW00014739","BOSTON, MA US","2013-02-18","8.9",,,"0.0","0.0",,"0.6","-8.9","  300","  280","14.8","19.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-19","4.3",,,"11.4","0.0",,"7.2","-3.3","  200","  200","9.8","11.2","    1",,,,,,,,"    1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-02-20","7.6",,,"0.3","0.0",,"6.1","-2.8","  280","  270","10.7","16.5",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-02-21","7.9",,,"0.0","0.0",,"0.6","-3.9","  320","  320","11.6","16.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-22","4.2",,,"0.0","0.0",,"3.3","-3.3","  300","  330","8.9","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-23","2.8",,,"5.8","0.0",,"3.3","0.0","  130","  120","6.3","8.9",,,,"    1",,,,,"    1",,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-02-24","5.9",,,"20.8","46.0",,"3.3","-1.7","   20","   10","10.3","13.4","    1",,,"    1",,,,,"    1",,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-02-25","3.2",,,"0.3","5.0",,"5.0","-2.2","  330","  320","5.4","6.7","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-02-26","3.0",,,"0.0","0.0",,"5.0","-1.7","   90","   90","7.6","8.9","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-02-27","8.9",,,"34.8","0.0",,"4.4","3.3","   90","   90","13.9","17.4","    1",,,,,,,,"    1",,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-02-28","2.7",,,"0.0","0.0",,"6.7","0.6","  280","  200","5.8","10.3","    1",,,,,,,,"    1",,,,,,,
"USW00014739","BOSTON, MA US","2013-03-01","4.2",,,"0.0","0.0",,"5.0","1.1","  330","  320","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-02","4.0",,,"0.0","0.0",,"5.6","1.1","  310","  310","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-03","4.0",,,"0.0","0.0",,"6.1","0.6","  320","  330","8.0","12.5","    1",,,,,,,,,"    1",,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-03-04","7.8",,,"0.0","0.0",,"5.0","-0.6","  300","  330","11.2","14.3",,,,,,,"    1",,,,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-03-05","4.6",,,"0.0","0.0",,"6.1","0.0","  320","  320","10.7","14.3",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-06","10.2",,,"1.3","0.0",,"5.0","1.7","   60","   50","16.1","21.0",,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-03-07","10.6",,,"11.7","66.0",,"2.8","-1.1","   40","   20","15.6","19.7","    1",,,,,,,"    1",,,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-03-08","8.2",,,"23.9","267.0",,"5.6","-2.2","   20","   40","17.0","21.5",,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-03-09","4.9",,,"0.0","0.0",,"3.3","-0.6","   40","   40","8.0","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-10","3.5",,,"0.0","0.0",,"2.8","-2.2","  130","  190","5.8","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-11","4.4",,,"0.0","0.0",,"10.0","1.7","  180","  150","7.6","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-12","5.2",,,"7.4","0.0",,"11.7","3.9","  160","  160","11.2","14.8","    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-13","5.6",,,"0.0","0.0",,"10.6","3.9","  290","  260","8.9","11.2",,,,,,,,,,"    1",,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-14","7.5",,,"0.0","0.0",,"3.9","-5.0","  290","  320","11.2","15.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-15","6.8",,,"0.0","0.0",,"5.0","-6.1","  300","  300","11.6","15.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-16","3.7",,,"0.0","0.0",,"4.4","-1.1","  330","  320","8.9","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-17","5.1",,,"0.0","0.0",,"3.3","-3.9","  340","  310","10.3","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-18","4.6",,,"3.0","23.0",,"0.6","-6.1","  100","  100","9.8","10.7","    1",,,,,,,,"    1",,,,,"    1",,"    1"
"USW00014739","BOSTON, MA US","2013-03-19","9.9",,,"34.3","160.0",,"2.2","-2.2","   30","   30","13.9","16.1","    1","    1",,"    1",,,,,,"    1",,,,,,
"USW00014739","BOSTON, MA US","2013-03-20","6.4",,,"0.0","0.0",,"3.9","-3.3","  260","  280","11.6","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-21","2.5",,,"0.5","8.0",,"1.7","-1.1","  100","  280","5.4","7.2","    1",,,,,,,,"    1",,,,,"    1",,
"USW00014739","BOSTON, MA US","2013-03-22","5.5",,,"0.0","0.0",,"4.4","-1.7","  280","  270","9.8","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-23","7.4",,,"0.0","0.0",,"6.7","-1.1","  310","  320","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-24","4.5",,,"0.0","0.0",,"8.9","0.6","  320","  330","10.3","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-25","6.2",,,"0.0","0.0",,"6.7","0.6","   50","   50","11.2","13.4",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-26","4.7",,,"1.3","0.0",,"10.0","1.1","  360","  300","8.0","10.3","    1",,,,,,,,"    1",,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","2013-03-27","5.4",,,"0.0","0.0",,"12.8","2.2","  340","  350","9.4","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-28","3.8",,,"0.0","0.0",,"8.9","3.3","  340","  350","6.7","9.8",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-29","3.9",,,"0.3","0.0",,"13.3","4.4","  300","  310","9.4","11.2",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-03-30","3.6",,,"0.0","0.0",,"12.2","4.4","  110","  300","8.0","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-03-31","4.4",,,"0.8","0.0",,"15.0","1.1","  200","  210","11.6","15.6",,,,,,,,,,,,"    1",,,,
"USW00014739","BOSTON, MA US","2013-04-01","6.5",,,"3.0","0.0","9.4","16.7","1.7","  270","  270","12.5","17.0","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-02","7.6",,,"0.0","0.0","2.5","5.6","-0.5","  260","  270","13.4","17.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-03","8.5",,,"0.0","0.0","2.9","8.3","-0.5","  270","  270","12.5","17.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-04","6.1",,,"0.0","0.0","5.2","13.3","0.0","  220","  250","9.8","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-05","5.7",,,"0.0","0.0","7.6","13.9","3.3","  320","  310","11.2","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-06","5.4",,,"0.0","0.0","4.9","8.3","0.6","  320","  330","10.7","17.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-07","7.1",,,"0.0","0.0","5.8","12.2","0.0","  190","  200","14.8","19.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-08","4.4",,,"0.0","0.0","10.4","17.2","7.8","  230","  220","8.9","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-09","3.9",,,"1.5","0.0","11.7","22.8","7.2","  300","  290","11.2","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-10","2.7",,,"4.8","0.0","8.6","12.2","7.2","  100","  110","8.1","9.4","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-11","3.1",,,"1.0","0.0","7.9","9.4","5.6","   50","  140","7.2","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-12","8.5",,,"8.9","0.0","4.6","6.1","3.3","   90","  120","13.4","16.1","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-13","4.0",,,"0.5","0.0","4.7","10.6","2.2","   40","   30","10.3","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-14","4.7",,,"0.0","0.0","8.7","12.8","5.6","  290","  290","10.3","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-15","4.7",,,"0.0","0.0","7.2","9.4","3.3","  110","  110","8.9","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-16","6.7",,,"0.0","0.0","10.0","17.8","3.9","  210","  220","13.4","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-17","4.3",,,"0.0","0.0","14.3","18.9","8.3","  250","  260","8.9","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-18","6.1",,,"0.0","0.0","10.6","17.2","7.2","  110","  180","11.2","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-19","8.0",,,"1.3","0.0","16.2","23.9","11.7","  200","  200","13.4","18.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-20","6.7",,,"9.7","0.0","14.2","18.3","6.7","  300","  210","10.7","14.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-21","4.8",,,"0.0","0.0","7.1","10.0","2.8","  290","  300","10.3","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-22","6.2",,,"0.0","0.0","6.2","9.4","2.2","   70","   60","9.8","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-23","7.6",,,"3.3","0.0","5.4","6.1","5.0","   40","   10","10.3","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-24","6.5",,,"0.0","0.0","9.9","20.6","6.1","   20","  210","10.3","14.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-25","4.8",,,"0.8","0.0","13.4","18.9","8.9","  310","  300","11.2","14.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-26","4.5",,,"0.0","0.0","9.7","11.1","6.7","   70","   70","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-27","3.3",,,"0.0","0.0","9.6","13.3","5.6","  120","  120","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-28","4.4",,,"0.0","0.0","11.6","17.2","6.7","  110","  110","10.7","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-29","4.3",,,"0.0","0.0","13.2","20.0","8.9","  120","  180","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-04-30","3.3",,,"0.0","0.0","12.3","16.1","8.3","  100","  180","7.2","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-01","2.8",,,"0.0","0.0","11.8","15.6","7.2","  110","  120","6.7","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-02","4.0",,,"0.0","0.0","13.3","21.1","8.3","   70","   70","11.2","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-03","4.5",,,"0.0","0.0","9.4","11.7","6.7","   80","   60","8.9","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-04","4.1",,,"0.0","0.0","9.5","11.1","6.7","   90","   90","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-05","4.0",,,"0.0","0.0","8.5","11.7","4.4","   90","  100","6.7","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-06","3.1",,,"0.0","0.0","8.6","12.8","6.1","   80","   80","6.7","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-07","4.2",,,"0.0","0.0","14.1","22.2","8.3","   90","   90","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-08","4.9",,,"9.4","0.0","14.9","18.9","11.7","  110","  110","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-09","2.2",,,"15.5","0.0","13.0","17.2","11.7","   70","   90","6.3","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-10","3.0",,,"1.5","0.0","15.6","20.6","13.3","  110","  100","7.2","8.9","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-11","5.4",,,"0.5","0.0","17.8","22.2","15.0","  200","  210","8.9","19.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-12","4.8",,,"1.0","0.0","17.3","22.8","10.6","  290","  280","11.2","14.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-13","5.5",,,"0.0","0.0","12.1","15.6","7.8","  290","  250","9.4","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-14","5.1",,,"0.0","0.0","10.8","15.6","6.7","  320","  320","7.2","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-15","4.7",,,"0.0","0.0","12.7","19.4","6.7","  190","  200","11.2","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-16","5.9",,,"0.0","0.0","19.1","27.8","11.7","  260","  270","11.2","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-17","5.2",,,"0.0","0.0","17.2","21.1","12.2","  320","  320","9.8","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-18","4.6",,,"0.0","0.0","14.6","19.4","10.6","  110","  110","8.9","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-19","3.6",,,"4.3","0.0","13.7","17.2","10.0","   90","   90","8.9","10.7","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-20","2.9",,,"1.0","0.0","17.9","27.8","13.3","  240","  260","6.7","9.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-21","4.3",,,"0.3","0.0","15.4","18.9","11.1","   40","   50","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-22","3.6",,,"1.3","0.0","12.4","15.6","10.6","  300","  300","8.1","9.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-23","4.6",,,"1.3","0.0","15.9","25.0","11.7","  210","  210","11.6","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-24","4.4",,,"14.5","0.0","18.8","21.1","10.6","  330","  310","8.1","11.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-25","6.3",,,"8.6","0.0","10.7","12.2","5.6","  290","  290","10.7","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-26","7.1",,,"1.3","0.0","9.1","15.6","5.0","  300","  320","11.6","17.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-27","4.4",,,"0.0","0.0","14.7","22.8","8.3","  330","  280","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-28","3.0",,,"0.0","0.0","15.2","17.8","10.6","   80","   70","6.7","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-29","2.9",,,"21.3","0.0","16.2","21.1","13.9","  230","  240","8.1","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-30","4.8",,,"0.0","0.0","23.3","31.1","18.3","  270","  310","8.9","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-05-31","4.9",,,"0.0","0.0","28.7","34.4","22.2","  230","  240","9.4","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-01","6.0",,,"0.0","0.0","27.9","33.3","21.1","  230","  240","9.8","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-02","7.0",,,"0.0","0.0","25.7","31.1","20.0","  200","  200","14.3","17.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-03","4.5",,,"18.0","0.0","21.0","25.0","16.7","  290","  280","8.1","10.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-04","5.4",,,"0.0","0.0","18.6","22.8","12.8","  290","  270","9.4","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-05","3.9",,,"0.0","0.0","18.2","22.2","13.9","  110","  180","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-06","4.1",,,"0.5","0.0","17.6","20.6","13.9","  120","  120","8.9","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-07","5.4",,,"78.0","0.0","14.1","14.4","12.8","   60","   40","9.8","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-08","5.4",,,"13.7","0.0","16.7","26.1","12.8","  270","  330","8.9","13.0","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-09","4.0",,,"0.0","0.0","21.6","26.7","16.1","  260","  290","7.6","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-10","3.7",,,"22.4","0.0","18.8","20.6","14.4","  100","  100","7.2","9.4","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-11","4.1",,,"35.1","0.0","15.2","17.8","13.3","   90","   90","10.3","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-12","5.2",,,"1.8","0.0","16.3","21.7","13.3","  330","  330","12.5","17.4","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-13","3.9",,,"18.3","0.0","16.6","19.4","11.7","   60","   60","10.3","13.0","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-14","5.0",,,"25.9","0.0","14.8","23.3","11.7","   40","   40","9.8","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-15","4.7",,,"0.0","0.0","21.3","26.7","16.7","  320","  350","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-16","4.7",,,"0.0","0.0","21.3","25.0","16.1","  230","  220","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-17","5.0",,,"10.9","0.0","23.2","30.6","17.2","  340","  330","14.3","19.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-18","3.1",,,"16.0","0.0","18.2","21.7","15.0","   30","   30","10.3","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-19","4.5",,,"0.0","0.0","17.2","21.7","14.4","   90","   90","7.2","8.9",,,,,,,"    1",,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-20","4.1",,,"0.0","0.0","18.4","25.0","14.4","  120","  200","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-21","3.7",,,"0.0","0.0","21.6","28.9","16.1","  220","  280","7.2","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-22","5.5",,,"0.0","0.0","23.5","29.4","18.3","  230","  250","9.4","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-23","5.9",,,"0.0","0.0","24.6","32.8","18.9","  230","  230","10.7","14.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-24","5.1",,,"8.4","0.0","28.0","35.0","21.1","   10","  360","9.8","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-25","5.3",,,"0.0","0.0","27.1","33.3","20.6","  230","  240","10.3","13.9",,,"    1",,,,,,,,,,,,,
