"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014739","BOSTON, MA US","2013-06-26","3.1",,,"1.0","0.0","24.8","28.9","17.8","   30","   20","6.7","8.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-27","3.2",,,"0.8","0.0","18.1","18.9","16.1","   50","  340","5.8","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-28","6.0",,,"11.4","0.0","20.4","27.2","16.7","  190","  200","10.3","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-29","5.5",,,"1.8","0.0","23.3","28.3","21.1","  190","  190","9.8","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-06-30","4.6",,,"2.8","0.0","23.9","28.9","20.6","  200","  200","8.1","10.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-01","4.0",,,"0.8","0.0","24.1","29.4","21.7","  210","  210","9.4","11.6","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-02","3.8",,,"0.0","0.0","23.4","27.8","16.1","   70","   70","8.1","9.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-03","5.5",,,"0.0","0.0","22.9","32.8","16.7","  240","  240","9.8","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-04","5.4",,,"0.0","0.0","28.4","34.4","23.9","  240","  250","9.8","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-05","5.6",,,"0.0","0.0","29.9","35.0","26.1","  230","  230","8.9","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-06","5.1",,,"0.0","0.0","29.8","33.9","26.1","  270","  260","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-07","3.4",,,"0.0","0.0","28.5","33.9","23.9","  120","  280","6.7","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-08","4.0",,,"0.3","0.0","24.8","29.4","18.9","   60","   60","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-09","2.6",,,"0.0","0.0","19.9","22.2","18.3","  130","   90","5.4","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-10","4.5",,,"0.3","0.0","22.2","30.0","19.4","  200","  200","10.7","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-11","3.6",,,"4.3","0.0","25.0","27.8","22.8","  250","  270","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-12","5.7",,,"0.0","0.0","22.3","23.3","18.9","   40","   40","9.8","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-13","2.9",,,"0.0","0.0","20.1","22.2","18.9","   70","   60","5.4","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-14","2.2",,,"0.0","0.0","24.6","33.9","20.6","  140","  270","6.3","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-15","3.1",,,"0.0","0.0","27.4","33.3","23.3","  120","  110","6.7","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-16","2.9",,,"0.3","0.0","28.2","33.9","23.9","  120","  100","6.3","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-17","3.8",,,"0.0","0.0","27.2","35.0","22.8","  240","  240","8.9","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-18","4.6",,,"0.0","0.0","27.9","32.8","24.4","  120","  240","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-19","6.7",,,"0.0","0.0","30.5","37.2","25.6","  230","  230","11.6","16.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-20","5.7",,,"0.0","0.0","30.9","35.6","26.1","  250","  260","10.3","13.0",,,,,,,"    1",,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-21","4.0",,,"0.3","0.0","25.1","26.1","20.0","  100","  100","6.7","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-22","3.3",,,"0.0","0.0","22.0","24.4","20.0","   80","   70","6.3","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-23","2.7",,,"44.7","0.0","21.9","27.8","20.0","  190","  190","10.7","15.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-24","3.8",,,"0.0","0.0","25.6","31.1","18.9","  360","  280","8.1","11.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-25","4.8",,,"6.9","0.0","18.5","18.9","15.6","   40","   30","8.9","10.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-26","5.0",,,"25.4","0.0","18.1","22.2","16.7","  330","  330","7.6","10.7","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-27","3.9",,,"0.0","0.0","22.1","28.9","16.7","  200","  210","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-28","2.9",,,"0.3","0.0","21.5","23.9","19.4","   80","   80","6.3","7.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-29","3.0",,,"8.4","0.0","21.6","27.2","18.9","  120","   40","9.4","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-30","3.8",,,"0.0","0.0","23.4","28.9","18.9","  280","  270","7.2","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-07-31","3.6",,,"0.0","0.0","23.1","26.1","20.0","  110","  110","6.7","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-01","4.3",,,"0.0","0.0","22.7","27.8","18.9","  220","  210","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-02","3.7",,,"3.3","0.0","22.7","29.4","18.9","  260","  270","8.9","12.5","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-03","5.3",,,"0.0","0.0","23.4","26.7","20.0","  230","  230","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-04","4.1",,,"0.0","0.0","22.6","27.8","18.3","  330","  320","11.6","16.1",,,"    1",,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-05","5.1",,,"0.0","0.0","20.6","25.6","16.1","  300","  280","8.9","11.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-06","3.2",,,"0.0","0.0","20.2","23.3","15.0","  120","  120","7.6","8.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-07","4.2",,,"0.0","0.0","20.5","26.1","16.1","  110","  160","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-08","4.9",,,"1.8","0.0","21.9","27.2","18.3","  210","  210","7.6","9.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-09","5.1",,,"41.1","0.0","22.8","24.4","21.7","  220","  230","9.4","11.6","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-10","5.3",,,"0.0","0.0","25.1","29.4","19.4","  280","  300","8.9","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-11","3.1",,,"0.0","0.0","22.4","27.2","17.2","  290","  260","6.7","8.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-12","3.4",,,"0.0","0.0","23.3","28.9","18.3","  230","  260","6.3","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-13","2.4",,,"0.0","0.0","21.4","22.8","18.9","  190","  140","4.5","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-14","6.3",,,"0.0","0.0","20.8","24.4","17.2","  290","  260","11.2","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-15","4.4",,,"0.0","0.0","20.4","25.6","15.6","  320","  290","7.6","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-16","3.8",,,"0.0","0.0","21.8","26.7","16.7","  280","  270","7.2","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-17","3.3",,,"0.0","0.0","20.7","23.3","17.8","  100","  120","6.3","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-18","2.8",,,"0.0","0.0","20.9","25.6","17.2","  230","  230","6.3","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-19","4.0",,,"0.0","0.0","23.0","28.9","17.8","  280","  280","6.7","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-20","3.0",,,"0.0","0.0","25.1","30.6","20.6","  230","  280","5.8","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-21","3.3",,,"0.0","0.0","25.5","31.7","19.4","  240","  250","7.2","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-22","5.5",,,"0.0","0.0","25.8","31.7","21.1","  230","  250","9.4","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-23","4.3",,,"0.0","0.0","22.9","25.6","18.9","  330","  330","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-24","4.0",,,"0.0","0.0","19.3","22.2","15.6","   30","   40","6.7","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-25","4.1",,,"0.0","0.0","20.5","28.3","16.1","  220","  210","7.6","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-26","5.0",,,"0.3","0.0","22.8","28.9","19.4","  250","  240","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-27","2.2",,,"0.3","0.0","22.2","24.4","18.3","   80","   80","5.8","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-28","2.6",,,"0.0","0.0","19.1","22.8","16.1","   50","   50","6.7","8.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-29","4.3",,,"0.0","0.0","17.9","19.4","16.7","   30","   30","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-30","3.8",,,"0.0","0.0","21.1","28.9","17.2","  220","  230","6.7","8.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-08-31","4.4",,,"0.0","0.0","23.8","27.8","20.6","  220","  210","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-01","3.8",,,"9.7","0.0","22.9","26.1","21.1","  230","  240","9.4","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-02","3.2",,,"9.7","0.0","22.9","27.2","20.6","  210","  210","8.9","10.7","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-03","3.7",,,"0.0","0.0","23.8","27.2","19.4","  220","  220","9.4","11.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-04","4.9",,,"0.0","0.0","22.3","27.8","17.2","  230","  280","8.1","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-05","3.9",,,"2.3","0.0","19.7","21.1","13.9","   60","  280","7.6","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-06","3.9",,,"0.0","0.0","16.1","21.7","11.1","  230","  260","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-07","4.8",,,"0.0","0.0","18.7","27.2","12.2","  240","  250","8.1","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-08","5.9",,,"0.0","0.0","21.0","25.6","13.3","  330","  340","11.6","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-09","4.2",,,"0.0","0.0","16.1","21.7","11.1","  230","  250","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-10","5.1",,,"0.8","0.0","19.2","25.0","15.0","  230","  230","9.4","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-11","4.4",,,"0.0","0.0","26.4","36.1","20.0","  230","  240","8.9","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-12","5.1",,,"14.5","0.0","25.7","31.1","19.4","  240","  240","10.3","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-13","3.0",,,"9.9","0.0","21.1","24.4","16.1","  320","  320","7.6","10.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-14","4.4",,,"0.0","0.0","17.4","20.0","13.9","  320","  310","7.2","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-15","3.8",,,"0.0","0.0","17.0","22.8","12.2","  240","  250","7.2","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-16","4.7",,,"0.0","0.0","17.1","21.1","10.0","  340","  350","9.4","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-17","3.6",,,"0.0","0.0","11.7","15.6","6.7","   40","   50","8.9","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-18","3.5",,,"0.0","0.0","16.4","23.9","10.6","  240","  250","6.3","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-19","2.4",,,"0.0","0.0","17.3","21.7","12.2","  240",,"4.0",,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-20","2.4",,,"0.0","0.0","17.5","21.7","12.8","   90","   60","5.4","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-21","5.6",,,"0.0","0.0","18.6","25.0","13.9","  200","  180","11.6","14.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-22","5.9",,,"9.4","0.0","20.2","22.8","12.8","  230","  220","11.2","13.9","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-23","5.8",,,"0.0","0.0","13.9","18.3","10.0","  320","  330","9.4","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-24","4.4",,,"0.0","0.0","12.9","20.0","8.3","   30","  340","7.6","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-25","3.4",,,"0.0","0.0","13.9","17.2","11.1","  350","  350","6.3","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-26","3.3",,,"0.0","0.0","14.8","17.2","12.8","   80","   60","6.7","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-27","3.6",,,"0.0","0.0","15.6","18.9","13.9","   80","   90","7.6","8.9",,,,,,,"    1",,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-28","2.6",,,"0.0","0.0","15.8","20.6","12.8","   90","  110","6.3","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-29","1.7",,,"0.0","0.0","13.8","16.7","10.6","  100","  100","4.5","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-09-30","1.8",,,"0.0","0.0","14.0","18.3","10.6","  130","  140","5.4","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-01","3.0",,,"0.0","0.0","16.4","23.9","11.1","  220","  230","5.4","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-02","5.1",,,"0.0","0.0","21.2","27.8","16.7","  280","  280","8.9","12.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-03","3.3",,,"0.0","0.0","21.1","26.1","16.1","  310","  250","6.3","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-04","1.3",,,"0.8","0.0","17.6","19.4","15.0","  280","  290","5.4","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-05","2.0",,,"0.0","0.0","16.9","20.0","15.0","   80","   60","4.5","6.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-06","4.8",,,"7.9","0.0","14.9","16.7","13.3","   90","   50","7.2","9.4","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-07","5.5",,,"2.8","0.0","18.9","25.6","15.6","  200","  200","14.8","19.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-08","4.7",,,"0.0","0.0","17.2","20.0","11.1","  320","  330","8.1","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-09","4.2",,,"0.0","0.0","12.9","16.1","9.4","   70","   60","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-10","3.4",,,"0.0","0.0","12.4","16.1","8.9","   50","   70","5.8","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-11","3.2",,,"0.0","0.0","14.5","18.9","11.1","   90","   90","6.3","7.2","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-12","5.5",,,"0.0","0.0","13.9","16.1","11.7","   50","   60","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-13","3.8",,,"0.0","0.0","12.9","16.1","9.4","   90","   90","6.7","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-14","2.6",,,"0.0","0.0","11.3","16.1","6.7","  120","  120","6.3","8.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-15","2.8",,,"0.0","0.0","13.9","17.8","11.1","  120","  120","5.8","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-16","2.3",,,"0.0","0.0","13.8","16.7","10.6","  110","  110","5.8","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-17","3.8",,,"0.8","0.0","16.4","22.8","12.2","  210","  220","6.7","9.4","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-18","5.5",,,"0.5","0.0","17.8","21.1","13.3","  280","  290","10.3","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-19","3.8",,,"0.0","0.0","14.7","19.4","10.0","  190","  190","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-20","5.2",,,"0.0","0.0","14.3","17.8","9.4","  300","  300","10.3","13.0",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-21","3.6",,,"0.0","0.0","13.2","20.0","7.2","  210","  220","7.2","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-22","4.7",,,"0.0","0.0","14.4","21.7","8.9","  300","  320","8.9","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-23","2.6",,,"0.0","0.0","10.7","11.7","7.8","  290","  290","8.1","10.3",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-24","6.1",,,"0.0","0.0","9.4","13.3","6.1","  280","  250","10.3","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-25","4.7",,,"0.0","0.0","7.6","11.1","3.9","  290","  310","7.6","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-26","5.9",,,"0.0","0.0","7.9","13.9","2.8","  230","  220","13.0","16.5",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-27","5.6",,,"0.8","0.0","10.2","13.9","6.7","  250","  250","10.3","15.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-28","5.5",,,"0.0","0.0","9.4","15.6","3.9","  270","  250","10.7","14.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-29","3.1",,,"0.0","0.0","5.8","9.4","1.7","  100","  100","5.4","6.7",,"    1",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-30","1.7",,,"1.3","0.0","6.7","11.7","3.9","  300","  280","5.4","6.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-10-31","3.7",,,"0.8","0.0","9.7","17.2","4.4","  210","  220","10.3","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-01","9.4",,,"0.8","0.0","18.6","22.2","15.6","  210","  220","17.4","22.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-02","2.1",,,"0.0","0.0","14.7","18.9","10.0","  320","  320","8.1","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-03","4.8",,,"0.8","0.0","8.3","11.7","1.1","  330","   10","7.2","10.3","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-04","3.9",,,"0.0","0.0","2.5","5.6","-0.5","   20","   20","7.6","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-05","3.3",,,"0.0","0.0","3.9","8.9","0.0","  200","  220","5.8","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-06","4.8",,,"0.0","0.0","9.6","16.1","5.6","  210","  220","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-07","6.2",,,"5.6","0.0","14.1","20.0","6.1","  240","  240","11.6","14.8","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-08","6.0",,,"0.0","0.0","6.8","10.0","3.3","  290","  300","11.6","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-09","5.2",,,"0.0","0.0","4.7","8.3","1.7","  290","  310","9.4","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-10","5.1",,,"0.8","0.0","8.4","14.4","5.6","  280","  280","10.7","15.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-11","5.7",,,"0.0","0.0","7.8","11.7","5.0","  290","  290","10.7","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-12","6.1",,,"2.0","0.0","5.2","10.0","-1.6","  320","  330","9.4","13.0","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-13","5.7",,,"0.0","0.0","-0.3","3.3","-3.2","  310","  320","9.8","13.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-14","5.3",,,"0.0","0.0","3.6","11.1","-1.0","  270","  270","8.9","11.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-15","3.9",,,"0.0","0.0","8.3","16.7","3.3","  210","  220","7.6","9.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-16","2.4",,,"0.0","0.0","9.1","15.0","4.4","  270","  290","6.7","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-17","1.5",,,"1.0","0.0","7.9","12.8","3.3","  110","  110","6.7","7.6",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-18","6.0",,,"3.8","0.0","15.0","19.4","10.0","  260","  250","12.5","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-19","7.5",,,"0.0","0.0","7.6","10.0","0.0","  320","  330","12.5","16.1",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-20","4.3",,,"0.0","0.0","1.9","6.1","-1.6","  320","  320","8.1","10.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-21","3.1",,,"0.0","0.0","3.1","8.9","-1.6","  220","  230","5.8","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-22","2.2",,,"6.4","0.0","6.8","8.9","5.6","  240","  240","5.4","6.7",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-23","7.2",,,"0.0","0.0","6.9","10.0","-0.5","  280","  280","13.4","17.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-24","10.0",,,"0.0","0.0","-2.1","-0.5","-6.0","  300","  320","16.1","22.8",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-25","5.6",,,"0.0","0.0","-4.1","1.1","-7.7","  290","  270","9.8","13.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-26","4.1",,,"2.5","0.0","2.2","6.7","0.0","  260","  260","9.4","11.6","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-27","7.5",,,"45.5","0.0","10.7","16.7","3.9","  170","  180","15.7","20.6","    1",,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-28","7.9",,,"0.0","0.0","2.4","3.9","-2.7","  270","  260","13.9","17.9",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-29","4.4",,,"0.0","0.0","-1.7","1.7","-4.9","  350","  350","7.6","9.4",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-11-30","3.3",,,"0.0","0.0","-3.3","1.7","-6.6","  160","  160","6.3","7.2",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2013-12-01","2.7",,,"6.9","0.0","3.5","8.3","1.1","  160","  160","6.7","8.1","    1",,,,,,,,,,,,,,,
