timestamp,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windSpeed
2015-01-01 00:00:00-05:00,-10.83,0.22,-11.59,0.63,clear-night,,0.0,0.0,,1019.96,Clear,-5.76,0.0,15.4,229,3.42
2015-01-01 01:00:00-05:00,-11.83,0.17,-12.09,0.62,clear-night,,0.0,0.0,,1019.03,Clear,-5.94,0.0,15.26,226,4.31
2015-01-01 02:00:00-05:00,-12.07,0.06,-12.44,0.6,clear-night,,0.0,0.0,,1018.15,Clear,-6.03,0.0,15.48,232,4.47
2015-01-01 03:00:00-05:00,-11.53,0.07,-12.67,0.57,clear-night,,0.0,0.0,,1017.48,Clear,-5.43,0.0,15.42,236,4.74
2015-01-01 04:00:00-05:00,-11.01,0.34,-12.96,0.53,partly-cloudy-night,,0.0,0.0,,1016.75,Partly Cloudy,-4.78,0.0,15.51,242,5.17
2015-01-01 05:00:00-05:00,-12.31,0.01,-13.15,0.55,clear-night,,0.0,0.0,,1016.59,Clear,-5.53,0.0,15.51,238,5.71
2015-01-01 06:00:00-05:00,-12.21,0.0,-13.38,0.52,clear-night,,0.0,0.0,,1017.29,Clear,-5.17,0.0,15.51,244,6.34
2015-01-01 07:00:00-05:00,-11.59,0.13,-13.24,0.53,clear-night,,0.0,0.0,,1017.47,Clear,-5.22,0.0,15.51,247,5.23
2015-01-01 08:00:00-05:00,-12.01,0.0,-13.41,0.53,clear-day,,0.0,0.0,,1018.22,Clear,-5.43,0.0,15.51,238,5.44
2015-01-01 09:00:00-05:00,-10.34,0.0,-13.74,0.46,clear-day,,0.0,0.0,,1018.82,Clear,-3.79,1.0,15.42,244,6.13
2015-01-01 10:00:00-05:00,-8.43,0.0,-14.0,0.41,clear-day,,0.0,0.0,,1017.87,Clear,-2.43,1.0,15.5,238,5.83
2015-01-01 11:00:00-05:00,-7.32,0.13,-14.28,0.36,clear-day,,0.0,0.0,,1017.41,Clear,-1.05,1.0,15.51,234,7.13
2015-01-01 12:00:00-05:00,-6.89,0.13,-14.54,0.34,clear-day,,0.0,0.0,,1016.15,Clear,-0.74,1.0,15.51,245,7.05
2015-01-01 13:00:00-05:00,-6.07,0.13,-14.33,0.34,clear-day,,0.0,0.0,,1015.0,Clear,-0.21,1.0,15.51,226,6.74
2015-01-01 14:00:00-05:00,-5.68,0.0,-14.62,0.32,clear-day,,0.0,0.0,,1013.94,Clear,0.01,1.0,15.51,233,6.51
2015-01-01 15:00:00-05:00,-5.34,0.0,-13.91,0.34,clear-day,,0.0,0.0,,1013.16,Clear,0.2,1.0,15.51,217,6.31
2015-01-01 16:00:00-05:00,-5.78,0.32,-13.45,0.37,partly-cloudy-day,,0.0,0.0,,1013.04,Partly Cloudy,-0.41,0.0,15.51,219,5.64
2015-01-01 17:00:00-05:00,-6.02,0.0,-12.81,0.39,clear-night,,0.0,0.0,,1012.96,Clear,-0.58,0.0,15.51,224,5.68
2015-01-01 18:00:00-05:00,-6.77,0.13,-12.31,0.42,clear-night,,0.0,0.0,,1013.33,Clear,-1.05,0.0,15.51,227,5.97
2015-01-01 19:00:00-05:00,-6.47,0.35,-12.11,0.42,partly-cloudy-night,,0.0,0.0,,1013.74,Partly Cloudy,-0.94,0.0,15.51,233,5.67
2015-01-01 20:00:00-05:00,-6.38,0.13,-11.63,0.44,clear-night,,0.0,0.0,,1013.57,Clear,-0.99,0.0,15.51,222,5.38
2015-01-01 21:00:00-05:00,-5.89,0.13,-10.49,0.47,clear-night,,0.0,0.0,,1013.29,Clear,-0.65,0.0,15.51,221,5.28
2015-01-01 22:00:00-05:00,-5.71,0.13,-9.79,0.49,clear-night,,0.0,0.0,,1013.33,Clear,-0.48,0.0,15.51,223,5.34
2015-01-01 23:00:00-05:00,-6.22,0.13,-9.16,0.51,clear-night,,0.0,0.0,,1013.21,Clear,-0.23,0.0,15.51,222,7.04
2015-01-02 00:00:00-05:00,-5.32,0.16,-8.63,0.51,clear-night,,0.0,0.0,,1013.57,Clear,0.22,0.0,15.51,232,6.32
2015-01-02 01:00:00-05:00,-4.13,0.88,-8.54,0.49,partly-cloudy-night,,0.0,0.0,,1014.0,Mostly Cloudy,0.88,0.0,15.51,229,5.6
2015-01-02 02:00:00-05:00,-3.66,0.18,-8.73,0.49,clear-night,,0.0,0.0,,1013.82,Clear,0.81,0.0,15.51,234,4.59
2015-01-02 03:00:00-05:00,-3.53,0.19,-8.12,0.52,clear-night,,0.0,0.0,,1014.1,Clear,0.66,0.0,15.51,229,4.09
2015-01-02 04:00:00-05:00,-4.44,0.16,-8.41,0.52,clear-night,,0.0,0.0,,1014.36,Clear,0.29,0.0,15.51,232,4.8
2015-01-02 05:00:00-05:00,-4.18,0.21,-8.69,0.5,clear-night,,0.0,0.0,,1014.82,Clear,0.45,0.0,15.51,234,4.71
2015-01-02 06:00:00-05:00,-3.72,0.12,-8.61,0.49,clear-night,,0.0,0.0,,1015.5,Clear,0.95,0.0,15.51,234,4.99
2015-01-02 07:00:00-05:00,-3.98,0.26,-8.48,0.49,partly-cloudy-night,,0.0,0.0,,1016.51,Partly Cloudy,1.03,0.0,15.51,234,5.65
2015-01-02 08:00:00-05:00,-3.63,0.21,-8.3,0.5,clear-day,,0.0,0.0,,1017.72,Clear,1.07,0.0,15.51,236,5.09
2015-01-02 09:00:00-05:00,-2.11,0.23,-7.94,0.47,clear-day,,0.0,0.0,,1018.38,Clear,2.31,1.0,15.51,236,5.15
2015-01-02 10:00:00-05:00,-1.47,0.14,-7.93,0.43,clear-day,,0.0,0.0,,1018.78,Clear,3.46,1.0,15.51,249,7.01
2015-01-02 11:00:00-05:00,-1.42,0.28,-8.19,0.42,partly-cloudy-day,,0.0,0.0,,1018.41,Partly Cloudy,3.58,1.0,15.51,266,7.29
2015-01-02 12:00:00-05:00,-1.42,0.31,-7.98,0.43,partly-cloudy-day,,0.0,0.0,,1018.16,Partly Cloudy,3.56,1.0,15.51,263,7.18
2015-01-02 13:00:00-05:00,-0.94,0.31,-8.05,0.41,partly-cloudy-day,,0.0,0.0,,1018.67,Partly Cloudy,4.09,1.0,15.51,265,7.83
2015-01-02 14:00:00-05:00,-0.62,0.31,-7.97,0.41,partly-cloudy-day,,0.0,0.0,,1019.01,Partly Cloudy,3.99,1.0,15.51,282,6.6
2015-01-02 15:00:00-05:00,-1.12,0.3,-7.99,0.42,partly-cloudy-day,,0.0,0.0,,1019.91,Partly Cloudy,3.8,0.0,15.51,284,7.22
2015-01-02 16:00:00-05:00,-2.13,0.19,-8.67,0.42,clear-day,,0.0,0.0,,1021.06,Clear,2.96,0.0,15.51,286,7.05
2015-01-02 17:00:00-05:00,-2.92,0.14,-8.5,0.45,clear-night,,0.0,0.0,,1022.3,Clear,2.13,0.0,15.51,279,6.39
2015-01-02 18:00:00-05:00,-3.29,0.17,-9.09,0.45,clear-night,,0.0,0.0,,1023.81,Clear,1.59,0.0,15.51,281,5.72
2015-01-02 19:00:00-05:00,-3.57,0.2,-9.2,0.47,clear-night,,0.0,0.0,,1025.29,Clear,0.96,0.0,15.51,282,4.73
2015-01-02 20:00:00-05:00,-3.53,0.2,-9.14,0.47,clear-night,,0.0,0.0,,1026.17,Clear,0.83,0.0,15.51,277,4.43
2015-01-02 21:00:00-05:00,-4.26,0.21,-9.44,0.47,clear-night,,0.0,0.0,,1027.46,Clear,0.44,0.0,15.51,284,4.81
2015-01-02 22:00:00-05:00,-4.37,0.21,-9.76,0.47,clear-night,,0.0,0.0,,1028.7,Clear,0.36,0.0,15.51,291,4.82
2015-01-02 23:00:00-05:00,-4.12,0.13,-9.62,0.48,clear-night,,0.0,0.0,,1030.13,Clear,0.07,0.0,15.51,308,3.89
2015-01-03 00:00:00-05:00,-5.04,0.15,-10.34,0.49,clear-night,,0.0,0.0,,1031.05,Clear,-0.88,0.0,15.51,331,3.58
2015-01-03 01:00:00-05:00,-6.98,0.13,-10.78,0.52,clear-night,,0.0,0.0,,1031.89,Clear,-2.38,0.0,15.51,357,3.7
2015-01-03 02:00:00-05:00,-6.62,0.0,-11.17,0.53,clear-night,,0.0,0.0,,1033.44,Clear,-2.98,0.0,15.51,353,2.56
2015-01-03 03:00:00-05:00,-7.41,0.13,-11.13,0.55,clear-night,,0.0,0.0,,1032.26,Clear,-3.35,0.0,15.51,4,2.88
2015-01-03 04:00:00-05:00,-8.94,0.0,-11.41,0.57,clear-night,,0.0,0.0,,1032.91,Clear,-4.09,0.0,15.51,0,3.56
2015-01-03 05:00:00-05:00,-9.16,0.13,-11.93,0.56,clear-night,,0.0,0.0,,1033.65,Clear,-4.47,0.0,15.51,5,3.29
2015-01-03 06:00:00-05:00,-8.88,0.13,-11.72,0.57,clear-night,,0.0,0.0,,1034.92,Clear,-4.59,0.0,15.51,4,2.87
2015-01-03 07:00:00-05:00,-9.69,0.32,-12.2,0.57,partly-cloudy-night,,0.0,0.0,,1035.6,Partly Cloudy,-4.91,0.0,15.51,17,3.29
2015-01-03 08:00:00-05:00,-8.87,0.05,-11.82,0.59,clear-day,,0.0,0.0,,1036.68,Clear,-4.98,0.0,15.51,22,2.46
2015-01-03 09:00:00-05:00,-7.35,0.0,-12.66,0.52,clear-day,,0.0,0.0,,1037.05,Clear,-4.33,1.0,15.51,23,1.9
2015-01-03 10:00:00-05:00,-7.03,0.35,-12.15,0.5,partly-cloudy-day,,0.0,0.0,,1037.0,Partly Cloudy,-3.29,1.0,15.47,53,2.6
2015-01-03 11:00:00-05:00,-5.28,0.05,-12.01,0.48,clear-day,,0.0,0.0,,1036.66,Clear,-2.6,1.0,15.51,52,1.85
2015-01-03 12:00:00-05:00,-4.72,0.02,-11.59,0.48,clear-day,,0.0,0.0,,1036.09,Clear,-2.1,2.0,15.51,55,1.87
2015-01-03 13:00:00-05:00,-5.49,0.55,-10.74,0.5,partly-cloudy-day,,0.0,0.0,,1035.78,Partly Cloudy,-1.72,1.0,15.51,51,2.92
2015-01-03 14:00:00-05:00,-5.77,0.0,-10.18,0.52,clear-day,,0.0,0.0,,1035.47,Clear,-1.61,1.0,15.51,88,3.38
2015-01-03 15:00:00-05:00,-5.39,0.0,-9.73,0.53,clear-day,,0.0,0.0,,1035.89,Clear,-1.35,1.0,15.51,97,3.31
2015-01-03 16:00:00-05:00,-5.81,0.87,-8.93,0.56,partly-cloudy-day,0.008,0.0076,0.03,snow,1035.36,Mostly Cloudy,-1.41,0.0,14.77,99,3.72
2015-01-03 17:00:00-05:00,-6.69,0.0,-6.67,0.68,clear-night,0.02,0.0229,0.06,snow,1034.09,Clear,-1.46,0.0,7.11,102,4.93
2015-01-03 18:00:00-05:00,-6.99,,-3.06,0.89,snow,0.254,0.2743,0.79,snow,1032.43,Light Snow,-1.46,,1.8,108,5.43
2015-01-03 19:00:00-05:00,-6.36,,-2.21,0.92,snow,0.833,0.9373,0.85,snow,1031.53,Snow,-1.14,,2.06,113,5.04
2015-01-03 20:00:00-05:00,-6.19,,-1.28,0.95,snow,1.369,1.6485,0.94,snow,1031.41,Snow,-0.62,,2.8,121,5.91
2015-01-03 21:00:00-05:00,-4.71,,-0.28,0.96,snow,0.853,1.1252,0.97,snow,1029.04,Snow,0.28,,4.52,120,5.25
2015-01-03 22:00:00-05:00,-3.69,1.0,0.48,0.93,rain,,1.5342,0.97,rain,1027.05,Rain,1.42,0.0,5.33,120,6.11
2015-01-03 23:00:00-05:00,-2.98,,1.11,0.94,rain,,2.9997,0.94,rain,1025.36,Rain,1.96,,5.84,126,6.06
2015-01-04 00:00:00-05:00,-1.62,,2.13,0.96,rain,,2.0345,0.97,rain,1023.43,Rain,2.73,,4.47,111,5.22
2015-01-04 01:00:00-05:00,-0.16,1.0,2.89,0.94,rain,,1.2243,0.97,rain,1020.67,Light Rain,3.72,0.0,5.02,98,4.79
2015-01-04 02:00:00-05:00,1.1,,3.7,0.96,rain,,1.524,0.97,rain,1018.75,Rain,4.25,,4.3,80,3.74
2015-01-04 03:00:00-05:00,2.14,,4.57,0.98,rain,,1.5926,0.88,rain,1016.31,Rain,4.82,,4.1,65,3.2
2015-01-04 04:00:00-05:00,2.92,1.0,4.44,0.98,rain,,0.3073,0.73,rain,1014.41,Light Rain,4.81,0.0,2.25,357,2.22
2015-01-04 05:00:00-05:00,1.19,,3.63,0.97,rain,,0.2286,0.81,rain,1013.46,Drizzle,4.11,,2.93,320,3.33
2015-01-04 06:00:00-05:00,0.93,,3.29,0.96,rain,,0.1448,0.49,rain,1013.21,Drizzle,3.83,,5.18,324,3.23
2015-01-04 07:00:00-05:00,1.16,1.0,3.17,0.96,cloudy,,0.0076,0.03,rain,1013.15,Overcast,3.72,0.0,6.31,317,2.77
2015-01-04 08:00:00-05:00,-1.29,,1.43,0.96,rain,,0.1626,0.47,rain,1013.41,Drizzle,1.97,,4.67,313,3.18
2015-01-04 09:00:00-05:00,0.03,,1.36,0.96,rain,,0.5055,0.86,rain,1013.34,Light Rain,1.9,,3.46,274,1.77
2015-01-04 10:00:00-05:00,1.02,1.0,1.49,0.95,rain,,0.6375,0.75,rain,1012.58,Light Rain,2.22,1.0,7.69,238,1.35
2015-01-04 11:00:00-05:00,-0.3,0.31,1.48,0.95,rain,,0.3962,0.72,rain,1010.71,Light Rain,2.17,1.0,7.98,178,2.35
2015-01-04 12:00:00-05:00,0.37,,2.96,0.98,clear-day,,0.0356,0.14,rain,1007.94,Clear,3.28,,9.4,204,3.1
2015-01-04 13:00:00-05:00,2.34,1.0,3.82,0.95,cloudy,,0.0,0.0,,1007.39,Overcast,4.5,1.0,6.16,232,2.47
2015-01-04 14:00:00-05:00,2.57,,4.42,0.98,fog,,0.0279,0.11,rain,1006.82,Foggy,4.67,,2.08,239,2.42
2015-01-04 15:00:00-05:00,3.44,,4.34,0.96,fog,,0.0,0.0,,1006.31,Foggy,4.88,,1.74,268,1.8
2015-01-04 16:00:00-05:00,2.54,0.31,4.79,0.97,partly-cloudy-day,,0.0,0.0,,1004.78,Partly Cloudy,5.25,0.0,3.78,195,3.38
2015-01-04 17:00:00-05:00,4.18,0.31,6.57,0.98,partly-cloudy-night,,0.0,0.0,,1004.53,Partly Cloudy,6.84,0.0,8.71,211,3.9
2015-01-04 18:00:00-05:00,4.91,0.26,6.77,0.96,partly-cloudy-night,,0.0,0.0,,1003.22,Partly Cloudy,7.41,0.0,10.81,211,3.83
2015-01-04 19:00:00-05:00,6.11,0.76,8.03,0.96,partly-cloudy-night,,0.0279,0.11,rain,1002.77,Mostly Cloudy,8.63,0.0,11.65,222,4.46
2015-01-04 20:00:00-05:00,7.03,0.31,9.07,0.98,partly-cloudy-night,,0.0,0.0,,1002.94,Partly Cloudy,9.41,0.0,11.41,223,4.53
2015-01-04 21:00:00-05:00,10.54,,9.65,0.94,rain,,0.2007,0.66,rain,1001.99,Drizzle,10.54,,10.49,225,4.29
2015-01-04 22:00:00-05:00,10.43,1.0,9.78,0.96,rain,,1.0871,0.87,rain,1001.46,Light Rain,10.43,0.0,9.9,238,4.2
2015-01-04 23:00:00-05:00,10.4,0.31,8.89,0.9,rain,,0.9728,0.87,rain,1001.83,Light Rain,10.4,0.0,15.0,247,5.45
2015-01-05 00:00:00-05:00,5.98,0.31,6.01,0.81,partly-cloudy-night,,0.0483,0.19,rain,1001.98,Partly Cloudy,9.12,0.0,15.51,271,6.45
2015-01-05 01:00:00-05:00,3.61,0.58,3.0,0.73,partly-cloudy-night,,0.0076,0.03,rain,1002.96,Partly Cloudy,7.48,0.0,15.51,279,7.29
2015-01-05 02:00:00-05:00,2.18,0.2,0.86,0.67,clear-night,,0.0,0.0,,1004.2,Clear,6.51,0.0,15.51,275,7.87
2015-01-05 03:00:00-05:00,1.14,0.07,-0.56,0.64,clear-night,,0.0,0.0,,1005.33,Clear,5.78,0.0,15.51,278,8.15
2015-01-05 04:00:00-05:00,0.67,0.17,-1.86,0.6,clear-night,,0.0,0.0,,1006.13,Clear,5.18,0.0,15.51,279,7.22
2015-01-05 05:00:00-05:00,0.0,0.18,-2.16,0.62,clear-night,,0.0,0.0,,1006.5,Clear,4.52,0.0,15.51,275,6.72
2015-01-05 06:00:00-05:00,-1.0,0.23,-3.16,0.59,clear-night,,0.0,0.0,,1007.53,Clear,4.07,0.0,15.51,272,7.92
2015-01-05 07:00:00-05:00,-2.09,0.26,-5.04,0.53,partly-cloudy-night,,0.0,0.0,,1009.38,Partly Cloudy,3.58,0.0,15.51,278,9.33
2015-01-05 08:00:00-05:00,-3.19,0.23,-6.91,0.49,clear-day,,0.0,0.0,,1011.01,Clear,2.78,0.0,15.51,276,9.47
2015-01-05 09:00:00-05:00,-3.33,0.22,-8.26,0.44,clear-day,,0.0,0.0,,1012.63,Clear,2.77,1.0,15.45,283,9.88
2015-01-05 10:00:00-05:00,-3.66,0.24,-9.98,0.39,clear-day,,0.0,0.0,,1013.65,Clear,2.59,1.0,15.42,279,10.17
2015-01-05 11:00:00-05:00,-4.26,0.27,-10.58,0.38,partly-cloudy-day,,0.0,0.0,,1013.52,Partly Cloudy,2.09,1.0,15.35,279,9.99
2015-01-05 12:00:00-05:00,-5.73,0.18,-12.77,0.34,wind,,0.0,0.0,,1013.57,Windy,1.25,1.0,15.35,279,11.22
2015-01-05 13:00:00-05:00,-5.39,0.21,-13.32,0.32,clear-day,,0.0,0.0,,1013.92,Clear,1.39,1.0,15.37,279,10.66
2015-01-05 14:00:00-05:00,-5.82,0.28,-12.97,0.35,partly-cloudy-day,,0.0,0.0,,1015.27,Partly Cloudy,0.71,1.0,15.51,287,9.15
2015-01-05 15:00:00-05:00,-8.53,0.28,-14.88,0.34,partly-cloudy-day,,0.0,0.0,,1016.67,Partly Cloudy,-0.97,1.0,15.51,284,10.69
2015-01-05 16:00:00-05:00,-10.26,0.21,-15.93,0.34,wind,,0.0,0.0,,1017.94,Breezy,-2.19,0.0,15.51,278,10.97
2015-01-05 17:00:00-05:00,-11.92,0.25,-16.81,0.35,wind,,0.0,0.0,,1019.77,Breezy and Partly Cloudy,-3.46,0.0,15.43,282,10.89
2015-01-05 18:00:00-05:00,-13.13,0.2,-17.12,0.36,wind,,0.0,0.0,,1021.4,Breezy,-4.47,0.0,15.51,283,10.5
2015-01-05 19:00:00-05:00,-13.72,0.2,-17.43,0.38,clear-night,,0.0,0.0,,1023.31,Clear,-5.21,0.0,15.51,283,9.49
2015-01-05 20:00:00-05:00,-15.22,0.14,-18.08,0.38,wind,,0.0,0.0,,1024.11,Breezy,-6.08,0.0,15.51,286,10.34
2015-01-05 21:00:00-05:00,-16.01,0.14,-18.96,0.38,clear-night,,0.0,0.0,,1025.16,Clear,-6.91,0.0,15.51,290,9.57
2015-01-05 22:00:00-05:00,-15.21,0.0,-19.37,0.37,clear-night,,0.0,0.0,,1024.85,Clear,-7.27,0.0,15.51,295,6.9
2015-01-05 23:00:00-05:00,-16.16,0.13,-19.88,0.37,clear-night,,0.0,0.0,,1025.43,Clear,-7.83,0.0,15.51,289,7.33
2015-01-06 00:00:00-05:00,-16.11,0.13,-19.56,0.39,clear-night,,0.0,0.0,,1025.36,Clear,-8.08,0.0,15.51,289,6.66
2015-01-06 01:00:00-05:00,-16.77,0.0,-19.36,0.41,clear-night,,0.0,0.0,,1026.62,Clear,-8.48,0.0,15.51,278,6.91
2015-01-06 02:00:00-05:00,-16.82,0.0,-18.67,0.45,clear-night,,0.0,0.0,,1027.78,Clear,-8.88,0.0,15.51,274,6.15
2015-01-06 03:00:00-05:00,-17.38,0.0,-18.45,0.46,clear-night,,0.0,0.0,,1028.08,Clear,-9.01,0.0,15.51,264,6.8
2015-01-06 04:00:00-05:00,-17.23,0.0,-18.02,0.5,clear-night,,0.0,0.0,,1027.64,Clear,-9.45,0.0,15.51,282,5.68
2015-01-06 05:00:00-05:00,-16.16,0.0,-17.93,0.5,clear-night,,0.0,0.0,,1027.07,Clear,-9.44,0.0,15.51,281,4.31
2015-01-06 06:00:00-05:00,-15.81,0.0,-16.73,0.55,clear-night,,0.0,0.0,,1026.56,Clear,-9.43,0.0,15.51,282,3.93
2015-01-06 07:00:00-05:00,-16.24,0.48,-16.42,0.56,partly-cloudy-night,,0.0,0.0,,1027.14,Partly Cloudy,-9.36,0.0,15.51,287,4.53
2015-01-06 08:00:00-05:00,-14.64,0.04,-16.16,0.56,clear-day,,0.0,0.0,,1027.03,Clear,-8.93,0.0,15.51,272,3.38
2015-01-06 09:00:00-05:00,-14.38,0.15,-16.19,0.53,clear-day,,0.0,0.0,,1027.72,Clear,-8.41,1.0,15.51,263,3.75
2015-01-06 10:00:00-05:00,-14.31,0.84,-16.57,0.51,partly-cloudy-day,,0.0,0.0,,1027.05,Mostly Cloudy,-8.24,1.0,15.51,257,3.9
2015-01-06 11:00:00-05:00,-13.69,0.0,-15.99,0.52,clear-day,,0.0,0.0,,1025.8,Clear,-7.82,1.0,13.16,241,3.79
2015-01-06 12:00:00-05:00,-13.67,0.0,-13.22,0.69,clear-day,,0.0,0.0,,1024.16,Clear,-8.6,2.0,4.78,253,2.86
2015-01-06 13:00:00-05:00,-13.97,0.9,-12.32,0.74,snow,0.239,0.1321,0.52,snow,1022.74,Light Snow,-8.62,1.0,3.85,236,3.11
2015-01-06 14:00:00-05:00,-13.23,0.13,-12.58,0.71,clear-day,,0.0,0.0,,1021.99,Clear,-8.33,1.0,5.78,239,2.77
2015-01-06 15:00:00-05:00,-10.84,0.13,-12.12,0.73,snow,0.218,0.1245,0.49,snow,1021.19,Light Snow,-8.17,1.0,7.0,289,1.39
2015-01-06 16:00:00-05:00,-11.69,0.83,-11.86,0.73,partly-cloudy-day,,0.0,0.0,,1020.28,Mostly Cloudy,-7.94,0.0,8.69,304,1.99
2015-01-06 17:00:00-05:00,-11.98,0.0,-12.27,0.71,clear-night,,0.0,0.0,,1020.03,Clear,-7.99,0.0,12.59,282,2.13
2015-01-06 18:00:00-05:00,-8.28,0.09,-11.68,0.76,clear-night,,0.0,0.0,,1019.32,Clear,-8.28,0.0,9.7,242,1.31
2015-01-06 19:00:00-05:00,-12.27,0.78,-11.56,0.77,partly-cloudy-night,,0.0,0.0,,1018.9,Mostly Cloudy,-8.31,0.0,10.67,328,2.09
2015-01-06 20:00:00-05:00,-8.69,0.14,-11.44,0.8,clear-night,,0.0,0.0,,1018.51,Clear,-8.69,0.0,14.21,355,0.67
2015-01-06 21:00:00-05:00,-12.36,0.15,-11.58,0.82,clear-night,,0.0,0.0,,1017.78,Clear,-9.12,0.0,14.52,276,1.6
2015-01-06 22:00:00-05:00,-14.58,0.15,-12.31,0.8,clear-night,,0.0,0.0,,1017.49,Clear,-9.56,0.0,15.29,243,2.68
2015-01-06 23:00:00-05:00,-15.04,0.15,-12.01,0.83,clear-night,,0.0,0.0,,1016.81,Clear,-9.7,0.0,15.42,239,2.91
2015-01-07 00:00:00-05:00,-14.89,0.13,-12.21,0.81,clear-night,,0.0,0.0,,1015.55,Clear,-9.63,0.0,15.24,257,2.85
2015-01-07 01:00:00-05:00,-15.11,0.01,-12.03,0.81,clear-night,,0.0,0.0,,1014.4,Clear,-9.42,0.0,15.27,254,3.26
2015-01-07 02:00:00-05:00,-14.64,0.01,-11.99,0.82,clear-night,,0.0,0.0,,1013.59,Clear,-9.49,0.0,15.19,254,2.78
2015-01-07 03:00:00-05:00,-15.14,0.02,-11.67,0.84,clear-night,,0.0,0.0,,1013.37,Clear,-9.41,0.0,15.42,240,3.3
2015-01-07 04:00:00-05:00,-15.67,0.25,-11.37,0.83,partly-cloudy-night,,0.0,0.0,,1013.15,Partly Cloudy,-8.99,0.0,15.42,241,4.38
2015-01-07 05:00:00-05:00,-14.56,0.06,-11.58,0.8,clear-night,,0.0,0.0,,1012.05,Clear,-8.8,0.0,12.21,247,3.45
2015-01-07 06:00:00-05:00,-14.31,0.11,-11.58,0.77,clear-night,,0.0,0.0,,1011.32,Clear,-8.2,0.0,15.51,257,3.95
2015-01-07 07:00:00-05:00,-15.39,0.46,-12.26,0.77,partly-cloudy-night,,0.0,0.0,,1011.23,Partly Cloudy,-8.96,0.0,15.51,242,4.11
2015-01-07 08:00:00-05:00,-14.99,0.23,-12.13,0.78,clear-day,,0.0,0.0,,1011.06,Clear,-8.94,0.0,15.51,240,3.71
2015-01-07 09:00:00-05:00,-13.47,0.23,-11.48,0.72,clear-day,,0.0,0.0,,1010.48,Clear,-7.24,1.0,15.51,260,4.35
2015-01-07 10:00:00-05:00,-12.86,0.22,-11.49,0.65,clear-day,,0.0,0.0,,1009.69,Clear,-6.07,1.0,15.51,266,5.53
2015-01-07 11:00:00-05:00,-12.62,0.26,-13.27,0.53,partly-cloudy-day,,0.0,0.0,,1008.79,Partly Cloudy,-5.23,1.0,15.51,277,6.96
2015-01-07 12:00:00-05:00,-12.57,0.28,-14.36,0.47,partly-cloudy-day,,0.0,0.0,,1007.92,Partly Cloudy,-4.81,1.0,15.51,274,7.99
2015-01-07 13:00:00-05:00,-11.94,0.31,-14.48,0.45,partly-cloudy-day,,0.0,0.0,,1007.39,Partly Cloudy,-4.26,1.0,15.51,280,8.18
2015-01-07 14:00:00-05:00,-11.56,0.29,-14.88,0.42,partly-cloudy-day,,0.0,0.0,,1007.88,Partly Cloudy,-4.0,1.0,15.27,289,8.08
2015-01-07 15:00:00-05:00,-12.03,0.31,-14.62,0.45,partly-cloudy-day,,0.0,0.0,,1008.91,Partly Cloudy,-4.49,1.0,14.05,290,7.73
2015-01-07 16:00:00-05:00,-12.84,0.56,-11.76,0.62,partly-cloudy-day,,0.0,0.0,,1010.25,Partly Cloudy,-5.69,0.0,11.22,290,6.3
2015-01-07 17:00:00-05:00,-14.3,0.23,-13.27,0.58,snow,0.043,0.0279,0.11,snow,1011.17,Flurries,-6.33,0.0,15.37,291,7.47
2015-01-07 18:00:00-05:00,-16.39,0.17,-20.39,0.34,clear-night,,0.0,0.0,,1012.56,Clear,-7.31,0.0,15.42,287,9.25
2015-01-07 19:00:00-05:00,-20.27,0.03,-21.25,0.38,wind,,0.0,0.0,,1013.87,Breezy,-9.78,0.0,14.36,285,10.69
2015-01-07 20:00:00-05:00,-21.28,0.18,-20.73,0.44,clear-night,,0.0,0.0,,1015.15,Clear,-10.86,0.0,15.48,290,9.68
2015-01-07 21:00:00-05:00,-23.28,0.07,-21.98,0.45,clear-night,,0.0,0.0,,1016.38,Clear,-12.45,0.0,15.43,300,9.49
2015-01-07 22:00:00-05:00,-24.04,0.13,-22.79,0.46,clear-night,,0.0,0.0,,1017.68,Clear,-13.56,0.0,15.45,301,8.17
2015-01-07 23:00:00-05:00,-25.66,0.13,-23.36,0.47,clear-night,,0.0,0.0,,1018.46,Clear,-14.54,0.0,15.42,301,8.76
2015-01-08 00:00:00-05:00,-25.79,0.13,-23.57,0.48,clear-night,,0.0,0.0,,1019.0,Clear,-15.02,0.0,15.42,299,7.9
2015-01-08 01:00:00-05:00,-26.68,0.13,-24.2,0.48,clear-night,,0.0,0.0,,1019.84,Clear,-15.76,0.0,15.4,298,7.8
2015-01-08 02:00:00-05:00,-27.17,0.13,-24.29,0.5,clear-night,,0.0,0.0,,1020.92,Clear,-16.32,0.0,15.4,298,7.42
2015-01-08 03:00:00-05:00,-27.94,0.0,-24.71,0.52,clear-night,,0.0,0.0,,1021.83,Clear,-17.12,0.0,15.4,304,7.03
2015-01-08 04:00:00-05:00,-28.14,0.0,-24.46,0.54,clear-night,,0.0,0.0,,1022.38,Clear,-17.4,0.0,15.4,298,6.81
2015-01-08 05:00:00-05:00,-28.32,0.0,-25.38,0.52,clear-night,,0.0,0.0,,1023.15,Clear,-17.89,0.0,15.4,295,6.2
2015-01-08 06:00:00-05:00,-28.53,0.0,-25.92,0.51,clear-night,,0.0,0.0,,1024.28,Clear,-18.27,0.0,15.43,294,5.86
